date,d,item_id,dept_id,cat_id,store_id,state_id,units_sold,sell_price,revenue,weekday,month,year,event_name_1,event_type_1
2015-09-16,d_1692,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,48,1.48,71.03999999999999,Wednesday,9,2015,,
2015-09-17,d_1693,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,49,1.48,72.52,Thursday,9,2015,,
2015-09-18,d_1694,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,74,1.48,109.52,Friday,9,2015,,
2015-09-19,d_1695,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,74,1.48,109.52,Saturday,9,2015,,
2015-09-20,d_1696,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,96,1.48,142.07999999999998,Sunday,9,2015,,
2015-09-21,d_1697,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,53,1.48,78.44,Monday,9,2015,,
2015-09-22,d_1698,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,29,1.48,42.92,Tuesday,9,2015,,
2015-09-23,d_1699,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,59,1.48,87.32,Wednesday,9,2015,,
2015-09-24,d_1700,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,7,1.48,10.36,Thursday,9,2015,EidAlAdha,Religious
2015-09-25,d_1701,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,57,1.48,84.36,Friday,9,2015,,
2015-09-26,d_1702,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,51,1.48,75.48,Saturday,9,2015,,
2015-09-27,d_1703,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,74,1.48,109.52,Sunday,9,2015,,
2015-09-28,d_1704,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,55,1.48,81.4,Monday,9,2015,,
2015-09-29,d_1705,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,33,1.48,48.839999999999996,Tuesday,9,2015,,
2015-09-30,d_1706,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,44,1.48,65.12,Wednesday,9,2015,,
2015-10-01,d_1707,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,48,1.48,71.03999999999999,Thursday,10,2015,,
2015-10-02,d_1708,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,61,1.48,90.28,Friday,10,2015,,
2015-10-03,d_1709,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,100,1.48,148.0,Saturday,10,2015,,
2015-10-04,d_1710,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,65,1.48,96.2,Sunday,10,2015,,
2015-10-05,d_1711,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,37,1.48,54.76,Monday,10,2015,,
2015-10-06,d_1712,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,70,1.48,103.6,Tuesday,10,2015,,
2015-10-07,d_1713,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,45,1.48,66.6,Wednesday,10,2015,,
2015-10-08,d_1714,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,68,1.48,100.64,Thursday,10,2015,,
2015-10-09,d_1715,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,65,1.48,96.2,Friday,10,2015,,
2015-10-10,d_1716,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,60,1.48,88.8,Saturday,10,2015,,
2015-10-11,d_1717,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,107,1.48,158.35999999999999,Sunday,10,2015,,
2015-10-12,d_1718,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,76,1.48,112.48,Monday,10,2015,ColumbusDay,National
2015-10-13,d_1719,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,39,1.48,57.72,Tuesday,10,2015,,
2015-10-14,d_1720,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,35,1.48,51.8,Wednesday,10,2015,,
2015-10-15,d_1721,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,25,1.48,37.0,Thursday,10,2015,,
2015-10-16,d_1722,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.48,0.0,Friday,10,2015,,
2015-10-17,d_1723,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,69,1.5,103.5,Saturday,10,2015,,
2015-10-18,d_1724,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,101,1.5,151.5,Sunday,10,2015,,
2015-10-19,d_1725,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,39,1.5,58.5,Monday,10,2015,,
2015-10-20,d_1726,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,55,1.5,82.5,Tuesday,10,2015,,
2015-10-21,d_1727,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,40,1.5,60.0,Wednesday,10,2015,,
2015-10-22,d_1728,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,64,1.5,96.0,Thursday,10,2015,,
2015-10-23,d_1729,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,69,1.5,103.5,Friday,10,2015,,
2015-10-24,d_1730,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,121,1.5,181.5,Saturday,10,2015,,
2015-10-25,d_1731,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,72,1.5,108.0,Sunday,10,2015,,
2015-10-26,d_1732,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,40,1.5,60.0,Monday,10,2015,,
2015-10-27,d_1733,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,43,1.5,64.5,Tuesday,10,2015,,
2015-10-28,d_1734,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,40,1.5,60.0,Wednesday,10,2015,,
2015-10-29,d_1735,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,58,1.5,87.0,Thursday,10,2015,,
2015-10-30,d_1736,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,77,1.5,115.5,Friday,10,2015,,
2015-10-31,d_1737,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,101,1.5,151.5,Saturday,10,2015,Halloween,Cultural
2015-11-01,d_1738,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,58,1.5,87.0,Sunday,11,2015,,
2015-11-02,d_1739,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,58,1.5,87.0,Monday,11,2015,,
2015-11-03,d_1740,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,34,1.5,51.0,Tuesday,11,2015,,
2015-11-04,d_1741,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,47,1.5,70.5,Wednesday,11,2015,,
2015-11-05,d_1742,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,44,1.5,66.0,Thursday,11,2015,,
2015-11-06,d_1743,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,95,1.5,142.5,Friday,11,2015,,
2015-11-07,d_1744,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,101,1.5,151.5,Saturday,11,2015,,
2015-11-08,d_1745,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,49,1.5,73.5,Sunday,11,2015,,
2015-11-09,d_1746,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,35,1.5,52.5,Monday,11,2015,,
2015-11-10,d_1747,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,50,1.5,75.0,Tuesday,11,2015,,
2015-11-11,d_1748,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,66,1.5,99.0,Wednesday,11,2015,VeteransDay,National
2015-11-12,d_1749,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,37,1.5,55.5,Thursday,11,2015,,
2015-11-13,d_1750,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,64,1.5,96.0,Friday,11,2015,,
2015-11-14,d_1751,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,67,1.5,100.5,Saturday,11,2015,,
2015-11-15,d_1752,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,54,1.5,81.0,Sunday,11,2015,,
2015-11-16,d_1753,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,45,1.5,67.5,Monday,11,2015,,
2015-11-17,d_1754,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,36,1.5,54.0,Tuesday,11,2015,,
2015-11-18,d_1755,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,30,1.5,45.0,Wednesday,11,2015,,
2015-11-19,d_1756,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,28,1.5,42.0,Thursday,11,2015,,
2015-11-20,d_1757,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,48,1.5,72.0,Friday,11,2015,,
2015-11-21,d_1758,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,77,1.5,115.5,Saturday,11,2015,,
2015-11-22,d_1759,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,85,1.5,127.5,Sunday,11,2015,,
2015-11-23,d_1760,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,89,1.5,133.5,Monday,11,2015,,
2015-11-24,d_1761,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,107,1.5,160.5,Tuesday,11,2015,,
2015-11-25,d_1762,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,260,1.5,390.0,Wednesday,11,2015,,
2015-11-26,d_1763,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,166,1.5,249.0,Thursday,11,2015,Thanksgiving,National
2015-11-27,d_1764,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,49,1.5,73.5,Friday,11,2015,,
2015-11-28,d_1765,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,38,1.5,57.0,Saturday,11,2015,,
2015-11-29,d_1766,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,35,1.5,52.5,Sunday,11,2015,,
2015-11-30,d_1767,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,37,1.5,55.5,Monday,11,2015,,
2015-12-01,d_1768,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,36,1.5,54.0,Tuesday,12,2015,,
2015-12-02,d_1769,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,47,1.5,70.5,Wednesday,12,2015,,
2015-12-03,d_1770,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,1,1.5,1.5,Thursday,12,2015,,
2015-12-04,d_1771,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Friday,12,2015,,
2015-12-05,d_1772,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Saturday,12,2015,,
2015-12-06,d_1773,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Sunday,12,2015,,
2015-12-07,d_1774,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Monday,12,2015,,
2015-12-08,d_1775,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Tuesday,12,2015,,
2015-12-09,d_1776,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Wednesday,12,2015,,
2015-12-10,d_1777,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Thursday,12,2015,,
2015-12-11,d_1778,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Friday,12,2015,,
2015-12-12,d_1779,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Saturday,12,2015,,
2015-12-13,d_1780,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Sunday,12,2015,,
2015-12-14,d_1781,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Monday,12,2015,Chanukah End,Religious
2015-12-15,d_1782,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Tuesday,12,2015,,
2015-12-16,d_1783,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Wednesday,12,2015,,
2015-12-17,d_1784,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Thursday,12,2015,,
2015-12-18,d_1785,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Friday,12,2015,,
2015-12-19,d_1786,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Saturday,12,2015,,
2015-12-20,d_1787,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Sunday,12,2015,,
2015-12-21,d_1788,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Monday,12,2015,,
2015-12-22,d_1789,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Tuesday,12,2015,,
2015-12-23,d_1790,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Wednesday,12,2015,,
2015-12-24,d_1791,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Thursday,12,2015,,
2015-12-25,d_1792,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Friday,12,2015,Christmas,National
2015-12-26,d_1793,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Saturday,12,2015,,
2015-12-27,d_1794,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Sunday,12,2015,,
2015-12-28,d_1795,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Monday,12,2015,,
2015-12-29,d_1796,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Tuesday,12,2015,,
2015-12-30,d_1797,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Wednesday,12,2015,,
2015-12-31,d_1798,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Thursday,12,2015,,
2016-01-01,d_1799,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.5,0.0,Friday,1,2016,NewYear,National
2016-01-02,d_1800,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.6,0.0,Saturday,1,2016,,
2016-01-03,d_1801,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.6,0.0,Sunday,1,2016,,
2016-01-04,d_1802,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.6,0.0,Monday,1,2016,,
2016-01-05,d_1803,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.6,0.0,Tuesday,1,2016,,
2016-01-06,d_1804,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,0,1.6,0.0,Wednesday,1,2016,,
2016-01-07,d_1805,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,36,1.6,57.6,Thursday,1,2016,OrthodoxChristmas,Religious
2016-01-08,d_1806,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,81,1.6,129.6,Friday,1,2016,,
2016-01-09,d_1807,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,88,1.6,140.8,Saturday,1,2016,,
2016-01-10,d_1808,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,63,1.6,100.80000000000001,Sunday,1,2016,,
2016-01-11,d_1809,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,41,1.6,65.60000000000001,Monday,1,2016,,
2016-01-12,d_1810,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,46,1.6,73.60000000000001,Tuesday,1,2016,,
2016-01-13,d_1811,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,31,1.6,49.6,Wednesday,1,2016,,
2016-01-14,d_1812,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,17,1.6,27.200000000000003,Thursday,1,2016,,
2016-01-15,d_1813,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,85,1.6,136.0,Friday,1,2016,,
2016-01-16,d_1814,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,64,1.6,102.4,Saturday,1,2016,,
2016-01-17,d_1815,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,73,1.6,116.80000000000001,Sunday,1,2016,,
2016-01-18,d_1816,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,31,1.6,49.6,Monday,1,2016,MartinLutherKingDay,National
2016-01-19,d_1817,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,42,1.6,67.2,Tuesday,1,2016,,
2016-01-20,d_1818,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,35,1.6,56.0,Wednesday,1,2016,,
2016-01-21,d_1819,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,49,1.6,78.4,Thursday,1,2016,,
2016-01-22,d_1820,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,51,1.6,81.60000000000001,Friday,1,2016,,
2016-01-23,d_1821,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,78,1.6,124.80000000000001,Saturday,1,2016,,
2016-01-24,d_1822,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,50,1.6,80.0,Sunday,1,2016,,
2016-01-25,d_1823,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,37,1.6,59.2,Monday,1,2016,,
2016-01-26,d_1824,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,37,1.6,59.2,Tuesday,1,2016,,
2016-01-27,d_1825,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,35,1.6,56.0,Wednesday,1,2016,,
2016-01-28,d_1826,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,38,1.6,60.800000000000004,Thursday,1,2016,,
2016-01-29,d_1827,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,39,1.6,62.400000000000006,Friday,1,2016,,
2016-01-30,d_1828,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,65,1.6,104.0,Saturday,1,2016,,
2016-01-31,d_1829,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,39,1.6,62.400000000000006,Sunday,1,2016,,
2016-02-01,d_1830,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,51,1.6,81.60000000000001,Monday,2,2016,,
2016-02-02,d_1831,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,31,1.6,49.6,Tuesday,2,2016,,
2016-02-03,d_1832,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,48,1.6,76.80000000000001,Wednesday,2,2016,,
2016-02-04,d_1833,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,50,1.6,80.0,Thursday,2,2016,,
2016-02-05,d_1834,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,48,1.6,76.80000000000001,Friday,2,2016,,
2016-02-06,d_1835,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,89,1.6,142.4,Saturday,2,2016,,
2016-02-07,d_1836,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,62,1.6,99.2,Sunday,2,2016,SuperBowl,Sporting
2016-02-08,d_1837,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,23,1.6,36.800000000000004,Monday,2,2016,,
2016-02-09,d_1838,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,42,1.6,67.2,Tuesday,2,2016,,
2016-02-10,d_1839,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,28,1.6,44.800000000000004,Wednesday,2,2016,LentStart,Religious
2016-02-11,d_1840,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,40,1.6,64.0,Thursday,2,2016,,
2016-02-12,d_1841,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,37,1.6,59.2,Friday,2,2016,,
2016-02-13,d_1842,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,65,1.6,104.0,Saturday,2,2016,,
2016-02-14,d_1843,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,47,1.6,75.2,Sunday,2,2016,ValentinesDay,Cultural
2016-02-15,d_1844,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,41,1.6,65.60000000000001,Monday,2,2016,PresidentsDay,National
2016-02-16,d_1845,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,37,1.6,59.2,Tuesday,2,2016,,
2016-02-17,d_1846,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,46,1.6,73.60000000000001,Wednesday,2,2016,LentWeek2,Religious
2016-02-18,d_1847,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,32,1.6,51.2,Thursday,2,2016,,
2016-02-19,d_1848,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,54,1.6,86.4,Friday,2,2016,,
2016-02-20,d_1849,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,74,1.6,118.4,Saturday,2,2016,,
2016-02-21,d_1850,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,100,1.6,160.0,Sunday,2,2016,,
2016-02-22,d_1851,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,43,1.6,68.8,Monday,2,2016,,
2016-02-23,d_1852,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,38,1.6,60.800000000000004,Tuesday,2,2016,,
2016-02-24,d_1853,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,26,1.6,41.6,Wednesday,2,2016,,
2016-02-25,d_1854,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,30,1.6,48.0,Thursday,2,2016,,
2016-02-26,d_1855,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,69,1.6,110.4,Friday,2,2016,,
2016-02-27,d_1856,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,92,1.6,147.20000000000002,Saturday,2,2016,,
2016-02-28,d_1857,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,61,1.6,97.60000000000001,Sunday,2,2016,,
2016-02-29,d_1858,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,42,1.6,67.2,Monday,2,2016,,
2016-03-01,d_1859,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,41,1.6,65.60000000000001,Tuesday,3,2016,,
2016-03-02,d_1860,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,53,1.6,84.80000000000001,Wednesday,3,2016,,
2016-03-03,d_1861,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,46,1.6,73.60000000000001,Thursday,3,2016,,
2016-03-04,d_1862,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,67,1.6,107.2,Friday,3,2016,,
2016-03-05,d_1863,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,69,1.6,110.4,Saturday,3,2016,,
2016-03-06,d_1864,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,47,1.6,75.2,Sunday,3,2016,,
2016-03-07,d_1865,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,90,1.6,144.0,Monday,3,2016,,
2016-03-08,d_1866,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,28,1.6,44.800000000000004,Tuesday,3,2016,,
2016-03-09,d_1867,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,30,1.6,48.0,Wednesday,3,2016,,
2016-03-10,d_1868,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,40,1.6,64.0,Thursday,3,2016,,
2016-03-11,d_1869,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,63,1.6,100.80000000000001,Friday,3,2016,,
2016-03-12,d_1870,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,58,1.6,92.80000000000001,Saturday,3,2016,,
2016-03-13,d_1871,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,56,1.6,89.60000000000001,Sunday,3,2016,,
2016-03-14,d_1872,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,45,1.6,72.0,Monday,3,2016,,
2016-03-15,d_1873,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,30,1.6,48.0,Tuesday,3,2016,,
2016-03-16,d_1874,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,38,1.6,60.800000000000004,Wednesday,3,2016,,
2016-03-17,d_1875,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,42,1.6,67.2,Thursday,3,2016,StPatricksDay,Cultural
2016-03-18,d_1876,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,43,1.6,68.8,Friday,3,2016,,
2016-03-19,d_1877,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,92,1.6,147.20000000000002,Saturday,3,2016,,
2016-03-20,d_1878,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,66,1.6,105.60000000000001,Sunday,3,2016,,
2016-03-21,d_1879,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,40,1.6,64.0,Monday,3,2016,,
2016-03-22,d_1880,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,36,1.6,57.6,Tuesday,3,2016,,
2016-03-23,d_1881,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,29,1.6,46.400000000000006,Wednesday,3,2016,,
2016-03-24,d_1882,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,48,1.6,76.80000000000001,Thursday,3,2016,Purim End,Religious
2016-03-25,d_1883,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,60,1.6,96.0,Friday,3,2016,,
2016-03-26,d_1884,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,102,1.6,163.20000000000002,Saturday,3,2016,,
2016-03-27,d_1885,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,112,1.6,179.20000000000002,Sunday,3,2016,Easter,Cultural
2016-03-28,d_1886,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,25,1.6,40.0,Monday,3,2016,,
2016-03-29,d_1887,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,47,1.6,75.2,Tuesday,3,2016,,
2016-03-30,d_1888,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,23,1.6,36.800000000000004,Wednesday,3,2016,,
2016-03-31,d_1889,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,21,1.6,33.6,Thursday,3,2016,,
2016-04-01,d_1890,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,72,1.6,115.2,Friday,4,2016,,
2016-04-02,d_1891,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,58,1.6,92.80000000000001,Saturday,4,2016,,
2016-04-03,d_1892,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,54,1.6,86.4,Sunday,4,2016,,
2016-04-04,d_1893,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,42,1.6,67.2,Monday,4,2016,,
2016-04-05,d_1894,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,29,1.6,46.400000000000006,Tuesday,4,2016,,
2016-04-06,d_1895,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,53,1.6,84.80000000000001,Wednesday,4,2016,,
2016-04-07,d_1896,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,39,1.6,62.400000000000006,Thursday,4,2016,,
2016-04-08,d_1897,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,42,1.6,67.2,Friday,4,2016,,
2016-04-09,d_1898,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,83,1.6,132.8,Saturday,4,2016,,
2016-04-10,d_1899,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,83,1.6,132.8,Sunday,4,2016,,
2016-04-11,d_1900,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,48,1.6,76.80000000000001,Monday,4,2016,,
2016-04-12,d_1901,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,26,1.6,41.6,Tuesday,4,2016,,
2016-04-13,d_1902,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,41,1.6,65.60000000000001,Wednesday,4,2016,,
2016-04-14,d_1903,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,44,1.6,70.4,Thursday,4,2016,,
2016-04-15,d_1904,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,47,1.6,75.2,Friday,4,2016,,
2016-04-16,d_1905,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,82,1.6,131.20000000000002,Saturday,4,2016,,
2016-04-17,d_1906,FOODS_3_090,FOODS_3,FOODS,CA_1,CA,83,1.6,132.8,Sunday,4,2016,,
